Subject,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Thumb Image,Template Title,Template Summary,New Test Text,Tags,Brand,Category,Set Date,Sender,Meta Title,Meta Description
Your January Loom Review 💜,usage-summary-from-loom-02152025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689c55d569e923c51672ed95,false,false,Wed Aug 13 2025 09:07:33 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 18:39:15 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689c55d569e923c51672ed90_a115d366-cf3b-4c3d-af4a-8cff240c68d1.png,Loom email 38,"This email functions as a monthly usage and engagement report for Loom users, detailing their video creation, viewing, and meeting reduction metrics. The structure blends quantitative activity summaries with qualitative highlights such as top connections and most engaged videos, supported by clear visual elements like logos and thumbnails. The tone is informative and motivational, encouraging users to leverage Loom's async capabilities to improve productivity and team collaboration.",,usage-summary,loom,celebrate-milestones,Sat Feb 15 2025 03:27:00 GMT+0000 (Coordinated Universal Time),Loom,Usage Summary from Loom | Celebrate Milestones 6,"Review your January activity with Loom: eliminate meetings, create videos, and sync smarter. See how Intercom saves time using Loom for training."
Your July Customer.io Partner Newsletter,partner-program-from-customerio-07182024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689f136ec4f0493e0a6342a5,false,false,Fri Aug 15 2025 11:01:02 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 15:24:13 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689f136ec4f0493e0a63421d_2f9c1470-04ec-4a47-8983-889699380b52.png,Customer.io email 15,"This email recaps a Q2 Partner Townhall meeting, providing highlights from different speakers about partnership achievements, product updates, and new integration features. It has a clear, segmented structure featuring summaries, calls to action like watching the recording and submitting referrals, and updates about upcoming opportunities. The tone is professional yet friendly, aiming to keep partners informed, engaged, and motivated to participate in programs and events.",,partner-program,customer-io,educate-engage,Thu Jul 18 2024 15:45:00 GMT+0000 (Coordinated Universal Time),The Customer.io Team,Partner Program from Customer.io | Educate & Engage 4,"Catch up on Customer.io's Q2 Partner Townhall featuring program updates, new Salesforce integration demo, Q3 upgraded referral rewards & product improvements."
Your July Loom Review 💜,usage-summary-from-loom-08072024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689b956450a468d5e7c73eb4,false,false,Tue Aug 12 2025 19:26:28 GMT+0000 (Coordinated Universal Time),Wed Jan 14 2026 10:44:02 GMT+0000 (Coordinated Universal Time),Mon Jan 19 2026 14:20:32 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689b956450a468d5e7c73eaf_e685739a-ae56-453e-836c-bbfc32f5a00b.png,Loom email 27,"This promotional email from Loom reviews a user's recent activity using the Loom platform, highlighting key statistics like meetings eliminated and videos created or watched. The structure includes a header with logo and subject, personalized usage metrics, embedded video demos from various users, and several CTAs linking to an insights hub and demonstration videos. The tone is upbeat and encouraging, emphasizing the time saved and productivity benefits of asynchronous video communication while incorporating social proof through featured user stories.",,usage-summary,loom,celebrate-milestones,Wed Aug 07 2024 04:47:00 GMT+0000 (Coordinated Universal Time),Loom,Usage Summary from Loom | Celebrate Milestones,"Loom's July review shows you saved time by cutting meetings and syncing smarter with async videos. Discover usage tips and insights from Loom, Inc."
Your Leads management has just been improved - see what's new inside Hunter,product-update-from-hunterio-your-leads-management-has-just-been-improved-see-whats-new-inside-hunter-06122025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,686fa9a955c2b24584311a22,false,false,Thu Jul 10 2025 11:53:13 GMT+0000 (Coordinated Universal Time),Wed Jan 14 2026 10:44:05 GMT+0000 (Coordinated Universal Time),Mon Jan 19 2026 14:20:32 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686fa9a855c2b24584311a0e_3417ece5-9dcb-47f5-8855-0092a46a3fcb.png,Hunter email 23,"This email from Hunter introduces a new feature called Leads, designed to simplify organizing and exploring data related to People and Companies within their platform. The email uses a clear, informative tone and a structured layout that highlights the benefits and new functionalities such as Static and Dynamic Lists, folder organization, and comprehensive views for easy data management. It aims to motivate users to try the new features with direct links to product trials, a product update blog, and social media channels for further engagement and support.",,product-update; new-feature-nudge,hunter-io,educate-engage,Thu Jun 12 2025 11:38:00 GMT+0000 (Coordinated Universal Time),Team Hunter,Product Update from Hunter.io | Educate & Engage,"Discover Hunter's new Leads feature with Static & Dynamic Lists, folders, and centralized views for easy data organization and management."
Your Lucidchart trial is expiring,trial-expiration-warning-from-lucid-02222024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,6895e0445539f47008ead6f2,false,false,Fri Aug 08 2025 11:32:20 GMT+0000 (Coordinated Universal Time),Wed Jan 14 2026 11:01:53 GMT+0000 (Coordinated Universal Time),Mon Jan 19 2026 14:20:32 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/6895e0435539f47008ead6d0_e943c56e-9835-4ede-acad-9d7394a20a61.png,Lucid email 5,"This email is a trial expiration notice from Lucidchart. It clearly informs the user that their free trial will end soon and that they will be charged unless they cancel. The email outlines benefits of upgrading to a full subscription, provides direct links to manage the subscription or seek support, and includes branding elements and contact details. The tone is informative and gently persuasive, emphasizing continuity of service and ease of cancellation.",,trial-expiration-warning,lucid,onboard-free-user,Thu Feb 22 2024 10:00:00 GMT+0000 (Coordinated Universal Time),Lucidchart,Trial Expiration Warning from Lucid | Onboard Free User,"Lucidchart reminds you your trial ends Feb 24, 2024. Upgrade to keep unlimited docs, shapes, templates & all features. Cancel anytime in Plans & Billing."
Your PhantomBuster Trial Ends Tomorrow. Here's What You Can Do,phantom-busters--your-phantombuster-trial-ends-tomorrow-heres-what-you-can-do-from-phantom-busters-03022025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,686ff8e321eb6ec0d2c7a1b3,false,false,Thu Jul 10 2025 17:31:15 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:38:43 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686ff8e221eb6ec0d2c7a18f_f72f90ab-0846-4a3a-8447-c552b13866bb.png,from Phantom Busters,"This email serves as a trial expiration alert and upsell for PhantomBuster, a web data scraping and automation platform. It clearly informs the recipient that their trial ends in 24 hours and outlines the features they will lose access to after the trial ends, encouraging them to upgrade. The structure includes a personal greeting, a concise list of lost features, a clear upgrade call-to-action link, a friendly closing from the Head of Marketing, a business credibility statement, a data-driven conversion tip, and footer links to educational and support resources. The tone is professional yet approachable, aiming to motivate the user to convert to a paid plan by highlighting value and urgency.",,trial-expiration-warning; upgrade-cta,phantom-busters,onboard-free-user,Sun Mar 02 2025 17:07:00 GMT+0000 (Coordinated Universal Time),John at PhantomBuster,from John at PhantomBuster,"PhantomBuster alerts Jonathan to upgrade before trial ends in 24 hours to retain premium features like longer execution time, integrations & community access."
"Your PhantomBuster trial has ended, what now?",phantom-busters-03042025,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,686ff9397d8656c16f4f8f64,false,false,Thu Jul 10 2025 17:32:41 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 14:44:57 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/686ff9397d8656c16f4f8f3e_dd070c03-cee3-4e45-a8e8-a0d70c26a456.png,from Phantom Busters,"This email is a post-trial notification from PhantomBuster informing the user that their free trial period has ended and they have been downgraded to the Free Plan with limited resources. It provides a clear call-to-action to upgrade to a paid plan with enhanced features, details the benefits of upgrading, and includes supportive links and a friendly closing from the Head of Marketing. The email is structured with clear sections, promotional content, support options, and engagement encouragement, maintaining a professional yet approachable tone.",,trial-expired-upgrade; upgrade-cta,phantom-busters,win-back-churned-user,Tue Mar 04 2025 17:07:00 GMT+0000 (Coordinated Universal Time),John at PhantomBuster,from John at PhantomBuster 5,"PhantomBuster informs Jonathan that his free trial ended, downgraded to free plan with limited resources. Upgrade for more hours, credits, and features."
Your Pipedrive subscription has been cancelled,reengage-cancelled-users-from-pipedrive-07302024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689b7f1384a4d115411bca69,false,false,Tue Aug 12 2025 17:51:15 GMT+0000 (Coordinated Universal Time),Sun Feb 08 2026 16:42:12 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689b7f1384a4d115411bca64_1d09c24b-e6ac-4473-8c01-5312d4669453.png,Notion email 37,"This email serves as a subscription cancellation notification from Pipedrive to a company account user. It clearly states the cancellation date, the impending loss of access to account data including deals and contacts, and provides a direct call-to-action button to reactivate the subscription. The structure is straightforward, with key account information prominently displayed, supportive quick links for billing and invoices, and a supportive tone encouraging the user to take action or seek help via support email if needed.",,re-engage-cancelled-users,pipedrive,win-back-churned-user,Tue Jul 30 2024 00:00:00 GMT+0000 (Coordinated Universal Time),Billing at Pipedrive,Re-engage Cancelled Users from Pipedrive | Win Back Churned User 4,"Pipedrive subscription for Digi Storms is canceled. Reactivate by Aug 09, 2024, to keep deals, contacts, and activities. Contact support for help."
Your Pipedrive subscription has expired,reengage-cancelled-users-from-pipedrive-08092024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,689b7f8f0d08208264a0c9ec,false,false,Tue Aug 12 2025 17:53:19 GMT+0000 (Coordinated Universal Time),Thu Dec 25 2025 04:20:15 GMT+0000 (Coordinated Universal Time),Tue Dec 30 2025 08:07:50 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/689b7f8f0d08208264a0c9dd_5a75426c-599e-45d3-8c2b-b4497c669db8.png,Notion email 40,"This email informs the user that their Pipedrive subscription has expired and access to the account is no longer available. It clearly lists the consequences of the cancellation, such as loss of open deals and contacts, and provides strong calls to action with links to reactivate the subscription and contact support. The structure is straightforward with a prominent subscription status update, a summary of important account data at risk, and useful quick links, all presented in a professional and urgent tone aimed at encouraging reactivation.",,re-engage-cancelled-users,pipedrive,win-back-churned-user,Fri Aug 09 2024 00:00:00 GMT+0000 (Coordinated Universal Time),Billing at Pipedrive,Re-engage Cancelled Users from Pipedrive | Win Back Churned User,"Pipedrive subscription expired on Aug 09, 24. Reactivate now to regain access to open deals, contacts, and activities. Support available."
Your Semrush account payment was successful,payment-receipt-from-semrush-01192024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68b16fb280412717b7f3fab2,false,false,Fri Aug 29 2025 09:15:30 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 18:41:03 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68b16fb280412717b7f3fa95_bd89ce9f-e306-4d91-94d5-abfbf8b16efe.png,Semrush email 01,"This email serves as a subscription payment confirmation from Semrush, informing the user that their account renewal with a 7-day free trial of the PRO plan was successful. The email outlines the payment details, provides direct links to subscription features, billing information update, customer support, and social media channels. The tone is professional and straightforward, designed to reassure the customer and guide them to manage their subscription and billing info easily.",,payment-receipt,semrush,transactional-email,Fri Jan 19 2024 09:37:00 GMT+0000 (Coordinated Universal Time),Semrush Subscription,Payment Receipt from Semrush | Transactional Emails 2,"Confirm your Semrush subscription renewal with a PRO 7-day free trial. Access plan features, update billing, or contact support easily."
Your Semrush subscription has been canceled.,reengage-cancelled-users-from-semrush-09212024,67f1181dbe1df2493a70f0b3,6669acc77ba72bcf56a022dd,68b178aa97bdf317dc0be0e0,false,false,Fri Aug 29 2025 09:53:46 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 15:34:14 GMT+0000 (Coordinated Universal Time),Mon Feb 09 2026 19:59:13 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/6669acc77ba72bcf56a022e8/68b178aa97bdf317dc0be0b3_c84230ac-fccf-4587-a9ec-69bff3c40718.png,Semrush email 43,"This is a subscription cancellation confirmation email from Semrush. The email informs the user that their subscription has been successfully canceled and their account will be downgraded to a free plan, with a clear explanation of the consequences such as loss of full access and project deletions. The email is structured with a polite and hopeful tone, offering several alternative options like downgrading the account, exploring apps in the App Center, hiring a digital agency, ordering custom reports, or learning through Semrush Academy, each accompanied by relevant images and links. Social media links and company contact information conclude the email for further engagement.",,re-engage-cancelled-users,semrush,win-back-churned-user,Sat Sep 21 2024 15:24:00 GMT+0000 (Coordinated Universal Time),Semrush Subscription,Re-engage Cancelled Users from Semrush | Win Back Churned User 3,"Semrush confirms subscription cancellation and account downgrade effective Sept 26, 2024. Explore options like downgrades, apps, agencies, custom reports, and free marketing courses."
